#,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
1,Tarik Skubal,DET,14,9,0,32,32,199.2,10.95,1.96,0.91,0.288,77.20%,42.40%,2.79,2.78,5.9
2,Paul Skenes,PIT,13,9,0,32,32,194,10.99,2.39,0.82,0.298,75.90%,44.40%,2.92,2.78,5.7
3,Garrett Crochet,BOS,14,9,0,32,32,193,11.14,2.33,0.91,0.3,75.80%,45.50%,3.02,2.84,5.6
4,Cristopher Sánchez,PHI,14,9,0,32,32,198,8.7,2.3,0.8,0.302,74.80%,54.50%,3.15,3.22,4.7
5,Chris Sale,ATL,12,8,0,28,28,168.2,10.98,2.36,0.97,0.297,75.00%,41.70%,3.19,3.04,4.2
6,Logan Webb,SFG,13,10,0,32,32,199.1,8.46,2.13,0.75,0.309,73.10%,54.70%,3.32,3.15,4.1
7,Cole Ragans,KCR,12,9,0,29,29,172,11.02,3.26,0.99,0.293,76.00%,39.80%,3.31,3.3,4.1
8,Jacob deGrom,TEX,11,9,0,29,29,174.2,10.44,2.05,1.22,0.29,74.50%,37.90%,3.52,3.34,4
9,Sonny Gray,BOS,12,10,0,31,31,181.1,9.41,2.38,1.05,0.305,72.90%,45.10%,3.69,3.44,3.9
10,Dylan Cease,TOR,12,9,0,31,31,177.2,10.57,3.29,1.07,0.288,75.10%,38.10%,3.54,3.52,3.8
11,Framber Valdez,DET,12,10,0,31,31,190.1,8.33,2.93,0.73,0.308,73.30%,55.50%,3.43,3.44,3.7
12,Zack Wheeler,PHI,11,7,0,26,26,154.2,10.33,2.27,1.04,0.288,75.60%,41.50%,3.2,3.22,3.7
13,Max Fried,NYY,13,9,0,31,31,189.1,8.54,2.58,0.89,0.296,75.30%,50.50%,3.28,3.5,3.7
14,Hunter Brown,HOU,12,10,0,31,31,184.1,9.79,2.97,1.02,0.299,73.70%,47.30%,3.63,3.54,3.6
15,Jesús Luzardo,PHI,12,10,0,31,31,181,9.84,2.85,1.16,0.289,75.40%,40.40%,3.57,3.67,3.5
16,Yoshinobu Yamamoto,LAD,11,7,0,26,26,154.1,9.48,2.75,0.98,0.3,74.50%,49.20%,3.45,3.46,3.4
17,Nathan Eovaldi,TEX,11,9,0,29,29,174.2,8.85,2.3,1.06,0.3,73.20%,46.00%,3.65,3.58,3.4
18,Joe Ryan,MIN,11,10,0,29,29,172.2,9.86,2.18,1.3,0.289,73.30%,33.60%,3.81,3.69,3.3
19,Bryan Woo,SEA,12,10,0,32,32,195,9.02,2.04,1.2,0.284,74.00%,39.50%,3.6,3.66,3.3
20,Ranger Suarez,BOS,11,10,0,29,29,171.2,8.04,2.59,0.96,0.306,72.90%,49.00%,3.74,3.69,3.3
21,Drew Rasmussen,TBR,11,10,0,31,31,171,8.47,2.37,1.03,0.299,72.60%,45.70%,3.72,3.63,3.2
22,Shane McClanahan,TBR,9,8,0,24,24,142.1,9.99,2.64,1.03,0.294,75.40%,44.50%,3.35,3.37,3.2
23,Logan Gilbert,SEA,11,9,0,29,29,166.1,9.82,2.1,1.13,0.287,74.80%,39.80%,3.4,3.39,3.2
24,George Kirby,SEA,12,10,0,31,31,178.1,8.77,1.71,1.11,0.29,73.50%,42.30%,3.51,3.49,3.2
25,Brandon Woodruff,MIL,10,10,0,28,28,167.2,9.45,2.46,1.31,0.286,73.70%,36.40%,3.86,3.87,3.1
26,Kyle Bradish,BAL,10,9,0,28,28,154,9.5,2.82,1.08,0.302,73.70%,45.20%,3.72,3.65,3
27,José Soriano,LAA,11,11,0,31,31,177.1,8.37,3.83,0.75,0.312,73.50%,57.20%,3.68,3.79,3
28,Aaron Nola,PHI,11,10,0,31,31,180.2,8.71,2.33,1.32,0.293,73.30%,42.30%,3.98,3.98,3
29,Kevin Gausman,TOR,11,10,0,31,31,185.1,8.8,2.65,1.22,0.291,72.80%,37.90%,3.98,3.9,2.9
30,Michael King,SDP,10,10,0,29,29,166.2,9.35,3.12,1.18,0.289,74.30%,40.20%,3.8,3.92,2.9
31,Tyler Glasnow,LAD,10,7,0,24,24,141.1,10.49,3.31,1.06,0.296,74.30%,44.70%,3.61,3.53,2.9
32,Freddy Peralta,NYM,11,9,0,29,29,168.1,9.9,3.34,1.2,0.282,74.30%,37.20%,3.8,3.92,2.7
33,MacKenzie Gore,TEX,10,9,0,29,29,161.1,10.17,3.41,1.17,0.294,74.30%,39.00%,3.82,3.81,2.7
34,Nick Pivetta,SDP,10,10,0,29,29,174,9.91,2.79,1.39,0.286,74.20%,33.80%,3.97,3.95,2.6
35,Eury Pérez,MIA,9,10,0,28,28,154,10.02,3.14,1.28,0.285,73.20%,32.30%,4,3.91,2.6
36,Jack Flaherty,DET,10,10,0,29,29,163,9.74,3.16,1.18,0.293,73.70%,39.80%,3.89,3.85,2.6
37,Yusei Kikuchi,LAA,10,11,0,31,31,177.2,9.21,3.19,1.32,0.297,73.70%,40.70%,4.11,4.15,2.6
38,Shohei Ohtani,LAD,9,6,0,23,23,117,10.5,2.79,1.14,0.29,75.40%,41.20%,3.46,3.49,2.6
39,Blake Snell,LAD,9,6,0,23,23,127,11.04,3.94,1.05,0.292,75.70%,42.90%,3.54,3.59,2.5
40,Sandy Alcantara,MIA,10,12,0,31,31,186.2,7.64,2.7,1.07,0.304,70.90%,47.00%,4.16,4.01,2.5
41,Spencer Strider,ATL,10,8,0,26,26,151.1,10.48,3.23,1.18,0.295,73.90%,37.20%,3.82,3.73,2.5
42,Emmet Sheehan,LAD,10,8,0,44,24,157,10.14,3.14,1.34,0.286,74.50%,35.70%,3.94,4,2.5
43,Nick Lodolo,CIN,9,10,0,28,28,157,9.19,2.5,1.3,0.297,72.60%,42.20%,4.03,4.05,2.5
44,Cody Ponce,TOR,9,9,0,44,23,154.2,8.76,2.56,1.13,0.3,72.50%,44.00%,3.91,3.8,2.4
45,Luis Castillo,SEA,11,10,0,31,31,181.1,8.51,2.54,1.23,0.286,73.60%,39.90%,3.86,3.98,2.4
46,Merrill Kelly,ARI,10,10,0,29,29,172.2,8.24,2.76,1.15,0.303,72.00%,42.30%,4.12,3.96,2.4
47,Brady Singer,CIN,10,11,0,31,31,178.1,8.41,2.87,1.36,0.3,72.00%,43.90%,4.37,4.36,2.3
48,Tanner Bibee,CLE,10,11,0,31,31,182,8.5,2.75,1.28,0.292,72.70%,39.60%,4.1,4.14,2.3
49,Carlos Rodón,NYY,10,9,0,28,28,161.2,9.76,3.26,1.27,0.284,73.80%,36.30%,3.96,4.03,2.3
50,Chase Burns,CIN,7,7,0,27,19,114.1,10.24,2.83,1.23,0.293,74.70%,40.90%,3.71,3.67,2.3
51,Mitch Keller,PIT,10,12,0,31,31,179.2,7.78,2.75,1.15,0.302,70.10%,42.70%,4.35,4.15,2.3
52,Ryan Pepiot,TBR,9,10,0,28,28,156.1,9.49,3.25,1.28,0.287,73.60%,36.20%,4.02,4.09,2.3
53,Matthew Boyd,CHC,11,10,0,29,29,173.2,8.09,2.71,1.25,0.285,73.80%,37.70%,3.93,4.18,2.2
54,Kris Bubic,KCR,9,9,0,34,24,149.1,8.52,3.13,1.08,0.301,73.20%,45.00%,3.91,3.95,2.2
55,David Peterson,NYM,11,9,0,29,29,169.2,7.96,3.47,0.92,0.298,74.60%,51.60%,3.65,3.98,2.2
56,Cade Cavalli,WSN,9,10,0,26,26,156,7.56,3.07,1,0.3,72.10%,49.90%,3.99,4.09,2.2
57,Joe Musgrove,SDP,9,9,0,26,26,149.2,8.52,2.31,1.22,0.294,72.80%,42.00%,3.91,3.96,2.2
58,Zac Gallen,ARI,11,11,0,31,31,184,8.51,2.9,1.14,0.308,71.30%,43.00%,4.24,3.96,2.2
59,Casey Mize,DET,9,10,0,28,28,150.2,7.96,2.49,1.2,0.295,72.20%,41.50%,4.06,4.02,2.2
60,Grayson Rodriguez,LAA,7,7,0,21,21,119.2,9.48,3.05,1.16,0.296,74.00%,42.50%,3.82,3.83,2.1
61,Andrew Abbott,CIN,9,11,0,29,29,170.1,8.32,2.9,1.59,0.286,72.90%,32.90%,4.54,4.64,2
62,Nolan McLean,NYM,10,8,0,26,26,149,8.53,3.49,0.94,0.294,73.60%,49.90%,3.71,3.92,2
63,Trevor Rogers,BAL,10,9,0,28,28,158.2,7.66,3.05,1.16,0.3,72.20%,43.40%,4.2,4.23,2
64,Foster Griffin,WSN,8,9,0,35,23,141.1,7.73,2.61,1.08,0.3,72.60%,46.20%,3.93,3.98,2
65,Shane Bieber,TOR,8,7,0,31,19,124,8.37,2.09,1.11,0.299,73.00%,45.80%,3.74,3.67,2
66,Bailey Ober,MIN,9,10,0,28,28,159.2,8.15,2.17,1.54,0.289,72.20%,31.80%,4.4,4.39,2
67,Steven Matz,TBR,8,9,0,35,23,137.2,7.62,2.57,1.19,0.294,72.20%,43.60%,4.06,4.13,2
68,Gerrit Cole,NYY,8,8,0,23,23,134.1,9.2,2.63,1.33,0.285,73.70%,37.90%,3.94,4,2
69,Gavin Williams,CLE,10,11,0,31,31,177.1,9.19,3.88,1.16,0.296,73.50%,42.00%,4.09,4.17,2
70,Reid Detmers,LAA,8,9,0,36,24,150.2,9.52,3.44,1.22,0.295,73.40%,39.70%,4.03,4.06,2
71,Shota Imanaga,CHC,9,9,0,26,26,155,8.16,1.96,1.55,0.284,74.20%,33.50%,4.11,4.29,2
72,Trey Yesavage,TOR,8,7,0,35,21,132.2,10.03,3.64,1.08,0.29,74.40%,41.30%,3.72,3.78,2
73,Chris Bassitt,BAL,10,11,0,37,29,179.1,8.14,3.04,1.22,0.301,71.50%,43.80%,4.3,4.28,1.9
74,Edward Cabrera,CHC,9,9,0,26,26,142.1,9.57,3.64,1.06,0.297,72.40%,45.60%,3.96,3.91,1.9
75,Michael Wacha,KCR,10,11,0,29,29,170,7.16,2.65,1.35,0.294,70.90%,37.70%,4.5,4.48,1.9
76,Max Meyer,MIA,8,9,0,34,24,149,8.29,2.92,1.12,0.301,72.20%,46.20%,4.05,4,1.9
77,Clay Holmes,NYM,10,9,0,28,28,154,7.52,3.62,0.84,0.302,72.50%,54.30%,3.88,4.05,1.9
78,Reynaldo López,ATL,9,9,0,34,24,150,9.13,3.12,1.16,0.299,72.50%,40.10%,4.06,3.92,1.9
79,Braxton Garrett,MIA,7,7,0,27,19,117,7.89,2.25,1.04,0.303,72.00%,47.30%,3.84,3.8,1.9
80,Bubba Chandler,PIT,9,10,0,38,26,162.1,8.22,3.52,1.15,0.296,71.60%,41.50%,4.3,4.3,1.8
81,Taj Bradley,MIN,8,9,0,36,24,145.1,8.8,3.19,1.25,0.298,72.40%,39.90%,4.23,4.15,1.8
82,Shane Baz,BAL,9,10,0,28,28,159,8.84,3.29,1.28,0.298,72.20%,42.10%,4.29,4.26,1.8
83,Brayan Bello,BOS,9,10,0,28,28,156,7.49,3.17,1.05,0.311,70.30%,49.60%,4.41,4.21,1.8
84,Brandon Pfaadt,ARI,10,10,0,29,29,164,7.81,2.15,1.27,0.304,70.60%,41.20%,4.31,4.07,1.8
85,Shane Smith,CHW,9,11,0,29,29,168.1,8.25,3.45,1.26,0.294,71.80%,41.60%,4.37,4.45,1.8
86,Luis Severino,ATH,10,11,0,29,29,172.2,7.36,2.9,1.32,0.297,70.90%,42.30%,4.51,4.54,1.8
87,Jeffrey Springs,ATH,9,11,0,29,29,166,7.72,2.88,1.5,0.291,71.70%,35.70%,4.62,4.64,1.8
88,Tatsuya Imai,HOU,9,9,0,26,26,153,8.55,3.65,1.16,0.305,71.60%,45.60%,4.37,4.27,1.8
89,Seth Lugo,KCR,9,10,0,28,28,161.1,7.73,2.94,1.3,0.301,71.20%,41.20%,4.49,4.4,1.7
90,Jared Jones,PIT,7,6,0,24,18,107,9.51,3.02,1.13,0.294,73.40%,39.10%,3.83,3.79,1.7
91,Braxton Ashcraft,PIT,8,9,0,45,23,145.1,7.64,2.94,1.03,0.302,71.60%,46.20%,4.08,4.03,1.7
92,Mike Burrows,HOU,9,9,0,34,26,146.1,8.73,3.1,1.31,0.293,72.40%,41.00%,4.24,4.24,1.7
93,Justin Verlander,DET,8,9,0,26,26,143.1,7.53,2.76,1.33,0.284,71.40%,33.20%,4.37,4.42,1.6
94,Robbie Ray,SFG,10,11,0,31,31,179.2,9.39,3.45,1.28,0.291,73.00%,36.20%,4.2,4.17,1.6
95,Kodai Senga,NYM,9,8,0,35,23,137.1,9.04,3.84,1.07,0.292,73.80%,43.70%,3.92,4.06,1.6
96,Hunter Greene,CIN,5,5,0,15,15,82.2,10.79,3.01,1.38,0.284,74.30%,33.60%,3.91,3.9,1.6
97,Kumar Rocker,TEX,8,9,0,39,23,138,7.9,2.85,1.17,0.302,71.30%,45.70%,4.23,4.13,1.6
98,Anthony Kay,CHW,8,9,0,41,21,140,7.18,3.33,1.06,0.303,72.70%,49.60%,4.14,4.3,1.6
99,Cam Schlittler,NYY,8,8,0,23,23,126.1,8.61,3.44,1.16,0.288,73.10%,44.00%,4.01,4.19,1.6
100,Zach Eflin,BAL,9,9,0,36,26,156,7.06,1.7,1.41,0.3,71.60%,42.60%,4.32,4.27,1.6
101,Dustin May,STL,9,10,0,36,26,161.1,8.27,3.35,1.14,0.297,71.70%,42.60%,4.22,4.22,1.6
102,Jack Leiter,TEX,9,10,0,28,28,149.2,8.7,3.82,1.34,0.29,71.80%,37.30%,4.52,4.54,1.6
103,Noah Cameron,KCR,9,9,0,26,26,148.1,7.4,3.02,1.23,0.298,72.10%,43.00%,4.31,4.39,1.6
104,Ryne Nelson,ARI,10,10,0,38,28,163.2,7.49,2.56,1.22,0.302,71.20%,39.60%,4.32,4.19,1.6
105,Eduardo Rodriguez,ARI,8,8,0,31,23,133.2,8,3.13,1.2,0.3,72.10%,39.90%,4.28,4.22,1.5
106,Jacob Misiorowski,MIL,8,9,0,32,24,143,9.8,4.28,1.18,0.288,73.50%,39.50%,4.11,4.27,1.5
107,Mason Miller,SDP,4,2,32,66,0,66,14.27,3.46,0.75,0.282,80.40%,36.80%,2.39,2.31,1.5
108,Kyle Freeland,COL,8,12,0,29,29,167.2,6.71,2.37,1.51,0.317,68.80%,40.70%,5.15,4.74,1.5
109,Roki Sasaki,LAD,7,7,0,40,18,119.1,8.58,3.32,1.17,0.301,72.00%,46.40%,4.2,4.18,1.5
110,Sean Manaea,NYM,8,7,0,48,18,126.2,9.35,2.92,1.24,0.286,74.20%,38.70%,3.82,3.97,1.5
111,Zack Littell,WSN,8,10,0,26,26,151.2,6.68,1.94,1.5,0.293,70.70%,38.50%,4.56,4.58,1.5
112,Zebby Matthews,MIN,6,6,0,34,16,105.1,8.47,2.24,1.25,0.297,72.40%,39.70%,4.01,3.9,1.5
113,Simeon Woods Richardson,MIN,8,10,0,36,26,149.2,8.07,3.42,1.35,0.295,71.40%,36.20%,4.59,4.53,1.5
114,Jameson Taillon,CHC,8,10,0,26,26,147,7.01,2.18,1.47,0.292,70.90%,37.70%,4.53,4.52,1.5
115,Jacob Lopez,ATH,8,8,0,23,23,124,9.01,3.67,1.35,0.289,72.70%,36.30%,4.35,4.46,1.5
116,Parker Messick,CLE,8,9,0,24,24,138.1,8.01,3.1,1.15,0.296,72.70%,44.70%,4.08,4.19,1.4
117,Will Warren,NYY,8,8,0,43,21,134,8.78,3.13,1.22,0.292,73.50%,43.70%,4.02,4.12,1.4
118,Grant Holmes,ATL,9,9,0,36,24,147.1,8.74,3.44,1.17,0.304,72.20%,43.30%,4.26,4.16,1.4
119,Joey Cantillo,CLE,8,9,0,54,21,148.2,9.19,3.91,1.12,0.292,74.20%,42.20%,3.95,4.11,1.4
120,Tyler Mahle,SFG,8,9,0,26,26,148,7.68,2.7,1.19,0.295,71.90%,40.50%,4.17,4.14,1.4
121,Ryan Weathers,NYY,8,7,0,37,19,124.1,8.87,3.05,1.23,0.289,74.90%,41.70%,3.84,4.08,1.4
122,Bryce Miller,SEA,9,9,0,26,26,143.1,7.99,2.71,1.35,0.286,72.70%,37.60%,4.2,4.32,1.4
123,Spencer Schwellenbach,ATL,5,4,0,13,13,77,8.79,2.07,1.09,0.301,73.20%,45.30%,3.65,3.56,1.4
124,Nick Martinez,TBR,8,9,0,47,21,144.1,7.09,2.45,1.3,0.296,71.00%,41.00%,4.39,4.36,1.4
125,Chad Patrick,MIL,8,10,0,26,26,148,8.12,2.94,1.5,0.283,72.30%,35.10%,4.47,4.61,1.3
126,Michael McGreevy,STL,8,9,0,31,23,137.1,6.1,2.21,1.06,0.301,71.50%,49.70%,4.05,4.14,1.3
127,Davis Martin,CHW,8,11,0,28,28,159,7.03,3.15,1.34,0.298,71.10%,43.00%,4.63,4.69,1.3
128,Max Scherzer,TOR,7,7,0,38,18,117.1,9,2.38,1.51,0.283,73.00%,31.00%,4.21,4.23,1.3
129,Justin Steele,CHC,5,5,0,15,15,83,8.53,2.54,1.06,0.296,73.90%,45.30%,3.63,3.72,1.3
130,Matthew Liberatore,STL,9,10,0,28,28,157.1,7.42,3,1.21,0.296,71.60%,40.30%,4.33,4.35,1.3
131,Andre Pallante,STL,8,9,0,24,24,136.1,6.27,3.49,0.85,0.31,71.10%,56.50%,4.21,4.23,1.3
132,Aaron Civale,ATH,8,9,0,24,24,133.2,7.76,2.85,1.51,0.294,71.20%,37.30%,4.7,4.68,1.3
133,Quinn Priester,MIL,7,8,0,21,21,117.1,7.31,3.11,1.07,0.303,71.90%,51.00%,4.16,4.22,1.3
134,Connelly Early,BOS,5,4,0,32,10,76.2,9.05,3.3,0.93,0.301,73.70%,48.20%,3.65,3.72,1.3
135,Grant Taylor,CHW,5,5,5,79,3,93.2,10.39,3.49,0.92,0.295,75.50%,45.10%,3.35,3.41,1.3
136,Robby Snelling,MIA,6,7,0,18,18,101.2,7.45,3.2,1.06,0.297,72.70%,46.80%,4.03,4.18,1.3
137,Cade Horton,CHC,8,9,0,24,24,134,7.88,3.05,1.29,0.292,71.90%,39.90%,4.33,4.4,1.2
138,Jhoan Duran,PHI,4,3,29,70,0,70,10.73,2.97,0.66,0.301,76.50%,54.70%,2.78,2.84,1.2
139,Lance McCullers Jr.,HOU,7,8,0,37,19,120.1,8.48,4.01,1.15,0.3,72.00%,45.90%,4.35,4.39,1.2
140,Logan Henderson,MIL,6,6,0,31,15,98,8.87,2.73,1.43,0.282,73.20%,34.90%,4.17,4.25,1.2
141,Griffin Jax,TBR,4,3,12,68,0,68,11.34,2.73,0.85,0.295,76.60%,44.30%,2.94,2.86,1.2
142,Chris Paddack,MIA,7,10,0,37,23,137.2,6.95,2.29,1.45,0.296,70.80%,38.20%,4.58,4.54,1.2
143,Rhett Lowder,CIN,7,9,0,31,21,129.1,7.09,3,1.35,0.299,71.00%,45.60%,4.59,4.64,1.2
144,Slade Cecconi,CLE,8,11,0,28,28,157.1,7.55,2.39,1.48,0.296,71.50%,39.50%,4.52,4.5,1.2
145,Miles Mikolas,WSN,7,10,0,26,26,143,6.11,2.03,1.47,0.296,70.10%,40.20%,4.68,4.67,1.1
146,Edwin Díaz,LAD,4,3,36,66,0,66,12.38,3.28,0.9,0.288,76.30%,41.60%,3.03,2.92,1.1
147,Johan Oviedo,BOS,6,6,0,51,11,102.1,8.9,3.62,1.11,0.301,72.10%,41.60%,4.19,4.12,1.1
148,Landen Roupp,SFG,8,8,0,33,23,132,8.33,3.54,1.02,0.3,72.20%,45.90%,4.09,4.05,1.1
149,J.T. Ginn,ATH,5,5,0,44,10,86.1,8.38,2.97,1.03,0.302,72.60%,49.00%,3.89,3.9,1.1
150,Patrick Sandoval,BOS,5,5,0,42,10,85.2,8.65,3.41,0.95,0.303,73.50%,46.40%,3.79,3.83,1.1
151,Adrian Houser,SFG,8,10,0,26,26,147.1,6.54,2.99,1.01,0.305,70.50%,49.40%,4.33,4.28,1.1
152,Michael Lorenzen,COL,7,11,0,26,26,149,7.32,3.33,1.51,0.313,69.10%,41.50%,5.27,4.93,1.1
153,Ian Seymour,TBR,6,7,0,45,15,112.1,8.56,2.74,1.31,0.285,73.30%,36.90%,4.03,4.19,1.1
154,José Berríos,TOR,7,7,0,51,15,119,7.98,2.58,1.31,0.294,72.30%,41.20%,4.22,4.26,1.1
155,Carmen Mlodzinski,PIT,6,6,0,61,11,108.2,7.89,3.23,0.99,0.303,72.00%,46.20%,4.05,4,1.1
156,Joe Boyle,TBR,5,6,0,35,13,91,10.11,4.72,0.97,0.293,73.60%,43.20%,3.92,4.01,1.1
157,Cade Smith,CLE,4,3,30,70,0,70,11.35,2.84,0.88,0.292,76.70%,41.30%,2.99,2.96,1.1
158,Jose Quintana,COL,7,11,0,26,26,147.2,6.33,3.45,1.38,0.319,68.60%,44.80%,5.39,4.99,1
159,Jeremiah Estrada,SDP,4,3,0,70,0,70,11.89,3.68,1.02,0.283,77.30%,35.70%,3.21,3.29,1
160,Aroldis Chapman,BOS,3,3,31,62,0,62,12.55,4.09,0.84,0.294,77.80%,41.10%,3.01,3.02,1
161,Drew Anderson,DET,5,4,0,63,5,85.2,9.83,3.32,0.99,0.298,73.50%,41.60%,3.72,3.62,1
162,Luis Morales,ATH,7,8,0,33,19,123,7.8,3.66,1.35,0.293,71.40%,40.00%,4.61,4.69,1
163,Kyle Harrison,MIL,6,7,0,32,18,111.1,9.1,3.54,1.33,0.288,73.40%,36.80%,4.22,4.35,1
164,Michael Soroka,ARI,6,6,5,52,11,102.1,9.16,3.16,1.06,0.303,71.70%,42.20%,4.04,3.89,1
165,Hunter Barco,PIT,5,6,0,41,11,94.2,8.05,3.69,1.05,0.297,72.70%,44.00%,4.11,4.25,1
166,Bryce Elder,ATL,7,7,0,25,19,115,7.33,3,1.15,0.31,70.60%,48.20%,4.49,4.29,1
167,Bryan Abreu,HOU,4,3,5,68,0,68,11.7,3.66,0.93,0.29,76.10%,39.70%,3.23,3.24,1
168,Lucas Giolito,,7,8,0,21,21,125.2,8.01,3.46,1.45,0.292,71.50%,37.00%,4.69,4.69,0.9
169,Brandon Sproat,MIL,5,6,0,33,15,100.1,7.43,3.38,1.12,0.295,71.70%,47.20%,4.24,4.38,0.9
170,Ryan Feltner,COL,6,9,0,33,19,121.1,7.44,3.47,1.38,0.315,68.70%,43.10%,5.16,4.75,0.9
171,Sean Burke,CHW,7,10,0,26,26,142,8.11,4.01,1.48,0.289,71.80%,36.60%,4.81,4.93,0.9
172,Ben Brown,CHC,4,3,0,55,3,69.2,10.17,2.81,1.04,0.292,74.90%,41.50%,3.43,3.41,0.9
173,Dean Kremer,BAL,6,7,0,40,16,115,7.84,2.66,1.41,0.297,72.10%,38.70%,4.43,4.4,0.9
174,Cristian Javier,HOU,8,11,0,28,28,157.1,8.26,3.66,1.64,0.283,71.20%,28.50%,4.95,5,0.9
175,Andrew Alvarez,WSN,5,6,0,37,13,96.1,6.44,3.51,1,0.299,72.10%,50.00%,4.18,4.45,0.9
176,Josh Hader,HOU,3,3,29,61,0,61,12.31,3.45,1.15,0.278,77.40%,31.40%,3.29,3.32,0.9
177,Abner Uribe,MIL,4,3,19,72,0,72,10.82,4.11,0.76,0.296,76.30%,48.60%,3.16,3.34,0.9
178,Ryan Johnson,LAA,4,5,0,26,10,71.1,7.7,2.94,1.26,0.299,71.90%,44.10%,4.31,4.33,0.8
179,Logan Allen,CLE,6,8,0,27,19,114,7.31,3.49,1.29,0.297,72.50%,42.40%,4.47,4.65,0.8
180,Garrett Cleavinger,TBR,3,3,10,65,0,65,11.43,3.48,0.95,0.29,76.40%,40.60%,3.22,3.29,0.8
181,Mick Abel,MIN,7,9,0,37,23,137.2,7.92,4.1,1.2,0.3,71.20%,42.60%,4.62,4.59,0.8
182,Tomoyuki Sugano,COL,5,9,0,21,21,115.2,5.65,2.12,1.59,0.319,67.40%,44.60%,5.46,5.02,0.8
183,David Bednar,NYY,4,3,33,65,0,65,10.95,3.07,1.03,0.282,76.30%,38.00%,3.25,3.31,0.8
184,Garrett Whitlock,BOS,4,3,3,70,0,70,9.94,2.65,0.96,0.302,74.10%,43.40%,3.47,3.32,0.8
185,Jake Irvin,WSN,7,9,0,38,21,134.1,6.95,2.85,1.38,0.297,70.90%,42.10%,4.61,4.65,0.8
186,José Alvarado,PHI,3,3,3,64,0,64,10.4,3.68,0.88,0.295,76.30%,47.30%,3.26,3.43,0.8
187,David Festa,MIN,3,3,0,28,6,57.1,9.29,3.04,1.13,0.297,73.00%,40.40%,3.92,3.83,0.8
188,Robert Gasser,MIL,4,5,0,36,10,80,8.12,2.79,1.3,0.288,72.80%,39.20%,4.13,4.31,0.8
189,Jeff Hoffman,TOR,3,3,26,63,0,63,10.93,3.22,1.05,0.286,75.70%,37.10%,3.4,3.44,0.8
